"時間(hr)","降雨強度(mm/hr)","累積降雨(mm)","單位時間降雨(mm)","單位時間降雨百分比(%)","設計雨型(%)","設計雨型(mm)","P","Ia","Fa","Pe","超滲降雨RE (cm)","降雨逕流(cms)"
5.83333333333333,29.2488627107169,170.618365812515,2.00313209839757,0.00670896881522803,0.00408803170393124,0.993391704055291,27.9245496489262,13.5037974683544,11.8828127794249,2.53793940114683,0.0310612113064025,0.0125135661493776
6,28.7640867246435,172.584520347861,1.96615453534571,0.00658512210657784,0.00415941644916842,1.01073819714793,28.9352878460741,13.5037974683544,12.5607305964086,2.87075978131105,0.0332820380164213,0.0134777527619535
6.16666666666667,28.299797757093,174.515419502073,1.93089915421237,0.00646704339734955,0.00423415156417261,1.02889883009394,29.9641866761681,13.5037974683544,13.2340683656634,3.22632084215019,0.0355561060839142,0.0144625292405031
6.33333333333333,27.8546305375706,176.412660071281,1.89724056920727,0.00635431274052239,0.00431249847954982,1.04793713053061,31.0121238066987,13.5037974683544,13.903114343488,3.60521199485622,0.0378891152706036,0.0154701383341363
6.5,27.4273424122593,178.277725679685,1.86506560840482,0.00624655109623168,0.00439474761931278,1.06792367149301,32.0800474781917,13.5037974683544,14.5681646029907,4.00808540684658,0.0402873411990354,0.016503035811003
6.66666666666667,27.0167996281041,180.111997520694,1.83427184100879,0.00614341539922566,0.00448122262582379,1.08893709807518,33.1689845762669,13.5037974683544,15.2295244841597,4.43566262375274,0.0427577216906167,0.0175639213305988
6.83333333333333,26.6219654392867,181.916763835126,1.80476631443184,0.00604459432904265,0.00457228535652186,1.11106534163481,34.2800499179017,13.5037974683544,15.8875102379908,4.8887422115564,0.0453079587803655,0.0186557746731868
7,26.2418897574393,183.693228302075,1.77646446694888,0.00594980466822675,0.00466834182375654,1.13440706317284,35.4144569810745,13.5037974683544,16.5424509021743,5.36820861054575,0.0479466398989347,0.0197818984690064
7.16666666666667,25.8757001148865,185.44251749002,1.74928918794504,0.00585878815487361,0.00476984929424994,1.15907337850273,36.5735303595772,13.5037974683544,17.1946904543332,5.87504243688963,0.0506833826343883,0.0209459688585384
7.33333333333333,25.5225937490179,187.165687492798,1.72317000277798,0.00577130875253906,0.00487732482386133,1.1851899321983,37.7587202917755,13.5037974683544,17.8445902996007,6.41033252382045,0.0535290086930818,0.022152095888892
7.5,25.1818306474784,188.863729856088,1.69804236329011,0.00568715027399477,0.00499135558142819,1.21289940628705,38.9716196980626,13.5037974683544,18.4925321631593,6.97529006654886,0.0564957542728415,0.0234048959394276
7.66666666666667,24.8527274196954,190.537576884331,1.67384702824324,0.00560611430615556,0.00511261141944955,1.24236457492624,40.2139842729888,13.5037974683544,19.1389214762343,7.57126532840013,0.0595975261851265,0.0247095791124448
7.83333333333333,24.5346518814784,192.188106404914,1.65052952058258,0.00552801839232672,0.00524186028931007,1.27377205030235,41.4877563232912,13.5037974683544,19.7841913673262,8.19976748761055,0.062850215921042,0.026072055378655
8,24.227018256936,193.816146055488,1.62803965057435,0.00545269443507775,0.00537998728894614,1.30733691121391,42.7950932345051,13.5037974683544,20.4288074011115,8.86248836503919,0.066272087742864,0.027499064412831
8.16666666666667,23.9292829164625,195.42247715111,1.60633109562198,0.00537998728894614,0.00552801839232672,1.34330846933539,44.1384017038405,13.5037974683544,21.0732732481613,9.56133098732478,0.0698842622285596,0.0289983356080018
8.33333333333333,23.6409405816141,197.007838180117,1.58536102900723,0.00530975351700261,0.00568715027399477,1.38197751658073,45.5203792204212,13.5037974683544,21.7181375233471,10.2984442287197,0.0737113241394912,0.0305787868850843
8.5,23.3615209377782,198.572927971115,1.56508979099729,0.00524186028931007,0.00585878815487361,1.42368552163429,46.9440647420555,13.5037974683544,22.3640021051865,11.0762651685146,0.07778209397949,0.0322507738673525
8.66666666666667,23.0905856039843,200.118408567864,1.545480596749,0.0051761844046249,0.00604459432904265,1.46883642195736,48.4129011640129,13.5037974683544,23.0115323508122,11.8975713448462,0.0821306176331621,0.0340264051374415
8.83333333333333,22.8277254163165,201.644907844129,1.5264992762655,0.00511261141944955,0.00624655109623168,1.5179119163843,49.9308130803972,13.5037974683544,23.6614697642665,12.7655458477762,0.0867974502929993,0.0359199452048228
