"時間(hr)","降雨強度(mm/hr)","累積降雨(mm)","單位時間降雨(mm)","單位時間降雨百分比(%)","設計雨型(%)","設計雨型(mm)","P","Ia","Fa","Pe","超滲降雨RE (cm)","降雨逕流(cms)"
3.16666666666667,41.7889040762265,132.331529574717,3.02553908939129,0.01013325452486,0.00326009056243365,0.792202006671377,13.6967745318494,5.64444444444445,6.26485055400991,1.78747953339507,0.0301967460530335,0.000356816862617537
3.33333333333333,40.575630971411,135.252103238037,2.92057366331943,0.00978170019114606,0.00329932601372441,0.801736221335032,14.4985107531845,5.64444444444445,6.73965590506387,2.11441040367614,0.0326930870281073,0.000391522409800774
3.5,39.4504497318639,138.076574061524,2.82447082348699,0.00945982877986646,0.00333982077779876,0.811576449005099,15.3100872021896,5.64444444444445,7.19982289775175,2.46581985999336,0.035140945631722,0.000425439466294377
3.66666666666667,38.4034551053664,140.812668719677,2.73609465815289,0.00916383585073802,0.00338164150042007,0.821738884602078,16.1318260867916,5.64444444444445,7.64609258919546,2.84128905315172,0.0375469193158364,0.000458663728677409
3.83333333333333,37.4262177304927,143.467167966889,2.65449924721193,0.00889055329093752,0.00342485979654038,0.832240930559312,16.9640670173509,5.64444444444445,8.07916032697609,3.2404622459304,0.039917319277868,0.000491286000175469
4,36.511514534875,146.0460581395,2.57889017261141,0.00863732040427521,0.00346955273263492,0.843101314030286,17.8071683313812,5.64444444444445,8.49967944582231,3.66304444111448,0.0422582195184072,0.0005233929237026
4.16666666666667,35.65311676908,148.5546532045,2.50859506500018,0.00840188526487322,0.00351580336714929,0.854340218217279,18.6615085495985,5.64444444444445,8.90826463242393,4.10879947273012,0.0445755031615649,0.000555067663229919
4.33333333333333,34.8456216930065,150.997694003028,2.44304079852819,0.00818232833709119,0.00356370135748582,0.865979429869053,19.5274879794676,5.64444444444445,9.30549499497664,4.57754854004647,0.0468749067316345,0.000586390543930758
4.5,34.0843176988432,153.379429644794,2.38173564176614,0.00797700269468436,0.00361334364338117,0.878042505341623,20.4055304848092,5.64444444444445,9.69191686985899,5.06916917050575,0.0491620630459275,0.000617439660757632
4.66666666666667,33.3650753128218,155.703684793169,2.32425514837402,0.00778448676527553,0.00366483521824534,0.890554958033617,21.2960854428428,5.64444444444445,10.0680463942285,5.58359460416987,0.0514425433664128,0.000648291464550876
4.83333333333333,32.6842584195564,157.973915694522,2.27023090135395,0.00760354663216412,0.00371829000210218,0.90354447051083,22.1996299133536,5.64444444444445,10.4343718702188,6.12081359869041,0.053721899452054,0.000679021334450726
5,32.0386514303615,160.193257151807,2.21934145728494,0.00743310570440083,0.00377383183224801,0.917041135236266,23.1166710485899,5.64444444444445,10.791355943759,6.68087066038641,0.0560057061695996,0.000709704145279617
5.16666666666667,31.4253991267272,162.364562154757,2.17130500294959,0.00727222012207315,0.00383159559077226,0.93107772855766,24.0477487771476,5.64444444444445,11.1394376187665,7.2638667139366,0.058299605355019,0.000740414838679675
5.33333333333333,30.8419566584051,164.490435511494,2.12587335673706,0.00712005866556801,0.00389172849173653,0.945690023491977,24.9934388006395,5.64444444444445,11.4790341255391,7.86996023065604,0.0606093516719438,0.00077122900714958
5.5,30.2860477357113,166.573262546412,2.08282703491795,0.00697588623134579,0.00395439155530631,0.960917147939434,25.954355948579,5.64444444444445,11.8105426605644,8.49936884357013,0.0629408612914094,0.000802223500742445
5.66666666666667,29.7556294789619,168.615233714118,2.04197116770567,0.00683905015385215,0.0040197613016129,0.976801996291934,26.9311579448709,5.64444444444445,12.1343420136375,9.15237148678898,0.0653002643218844,0.000833477067103968
5.83333333333333,29.2488627107169,170.618365812515,2.00313209839757,0.00670896881522803,0.00408803170393124,0.993391704055291,27.9245496489262,5.64444444444445,12.4507940971229,9.82931110735884,0.0676939620569868,0.000865071036789993
6,28.7640867246435,172.584520347861,1.96615453534571,0.00658512210657784,0.00415941644916842,1.01073819714793,28.9352878460741,5.64444444444445,12.7602453914025,10.5305980102272,0.0701286902868326,0.000897090067481059
6.16666666666667,28.299797757093,174.515419502073,1.93089915421237,0.00646704339734955,0.00423415156417261,1.02889883009394,29.9641866761681,5.64444444444445,13.0630283200103,11.2567139117134,0.0726115901486192,0.000929622962893417
6.33333333333333,27.8546305375706,176.412660071281,1.89724056920727,0.00635431274052239,0.00431249847954982,1.04793713053061,31.0121238066987,5.64444444444445,13.3594625676828,12.0082167945714,0.0751502882858043,0.000962763584998456
6.5,27.4273424122593,178.277725679685,1.86506560840482,0.00624655109623168,0.00439474761931278,1.06792367149301,32.0800474781917,5.64444444444445,13.6498563545644,12.7857466791828,0.0777529884611401,0.00099661188176641
6.66666666666667,27.0167996281041,180.111997520694,1.83427184100879,0.00614341539922566,0.00448122262582379,1.08893709807518,33.1689845762669,5.64444444444445,13.9345076801291,13.5900324516933,0.0804285772510522,0.00103127505726305
6.83333333333333,26.6219654392867,181.916763835126,1.80476631443184,0.00604459432904265,0.00457228535652186,1.11106534163481,34.2800499179017,5.64444444444445,14.2137055510688,14.4218999223884,0.0831867470695087,0.0010668689168417
7,26.2418897574393,183.693228302075,1.77646446694888,0.00594980466822675,0.00466834182375654,1.13440706317284,35.4144569810745,5.64444444444445,14.4877312085109,15.2822813281192,0.0860381405730742,0.00110351942777691
7.16666666666667,25.8757001148865,185.44251749002,1.74928918794504,0.00585878815487361,0.00476984929424994,1.15907337850273,36.5735303595772,5.64444444444445,14.7568593715654,16.1722265435674,0.0889945215448227,0.00114136454551313
7.33333333333333,25.5225937490179,187.165687492798,1.72317000277798,0.00577130875253906,0.00487732482386133,1.1851899321983,37.7587202917755,5.64444444444445,15.0213595164959,17.0929163308352,0.0920689787267801,0.00118055636847229
7.5,25.1818306474784,188.863729856088,1.69804236329011,0.00568715027399477,0.00499135558142819,1.21289940628705,38.9716196980626,5.64444444444445,15.281497213937,18.0456780396811,0.0952761708845948,0.0012212637010754
7.66666666666667,24.8527274196954,190.537576884331,1.67384702824324,0.00560611430615556,0.00511261141944955,1.24236457492624,40.2139842729888,5.64444444444445,15.5375355507997,19.0320042777447,0.0986326238063558,0.00126367512667484
7.83333333333333,24.5346518814784,192.188106404914,1.65052952058258,0.00552801839232672,0.00524186028931007,1.27377205030235,41.4877563232912,5.64444444444445,15.7897366691641,20.0535752096827,0.102157093193797,0.00130800272140144
