"時間(hr)","降雨強度(mm/hr)","累積降雨(mm)","單位時間降雨(mm)","單位時間降雨百分比(%)","設計雨型(%)","設計雨型(mm)","P","Ia","Fa","Pe","超滲降雨RE (cm)","降雨逕流(cms)"
0.166666666666667,121.113746153448,20.185624358908,20.185624358908,0.134797234658737,0.00181492237526108,0.254089132536551,0.254089132536551,0.254089132536551,0,0,0,0
0.333333333333333,96.2863711869649,32.0954570623216,11.9098327034136,0.0795324675186416,0.00183494841119459,0.256892777567242,0.510981910103793,0.510981910103793,0,0,0,0
0.5,80.7939080803561,40.3969540401781,8.30149697785644,0.0554364242713695,0.00185549659149305,0.259769522809027,0.770751432912821,0.770751432912821,0,0,0,0
0.666666666666667,70.0934844270747,46.7289896180498,6.33203557787169,0.0422845917709339,0.00187658858840199,0.262722402376279,1.0334738352891,1.0334738352891,0,0,0,0
0.833333333333333,62.20481170351,51.8373430862583,5.10835346820858,0.034112986000852,0.00189824731718347,0.265754624405686,1.29922845969479,1.29922845969479,0,0,0,0
1,56.1180738199867,56.1180738199867,4.28073073372835,0.0285862183386269,0.00192049702765647,0.268869583871905,1.56809804356669,1.56809804356669,0,0,0,0
1.16666666666667,51.2609927319705,59.8044915206323,3.68641770064557,0.0246174655293608,0.00194336340400986,0.272070876561381,1.84016892012807,1.84016892012807,0,0,0,0
1.33333333333333,47.2835209828439,63.0446946437919,3.24020312315967,0.0216376968563659,0.00196687367378326,0.275362314329656,2.11553123445773,2.11553123445773,0,0,0,0
1.5,43.9587706139321,65.9381559208981,2.89346127710621,0.0193221954303303,0.00199105672701344,0.278747941781882,2.39427917623961,2.39427917623961,0,0,0,0
1.66666666666667,41.1328263913929,68.5547106523214,2.61655473142329,0.0174730459587417,0.00201594324667911,0.282232054535075,2.67651123077468,2.67651123077468,0,0,0,0
1.83333333333333,38.6973621751927,70.9451639878532,2.39045333553182,0.0159631673254756,0.00204156585171924,0.285819219240693,2.96233045001538,2.96233045001538,0,0,0,0
2,36.5737870679639,73.1475741359278,2.20241014807458,0.0147074369494932,0.00206795925406911,0.289514295569675,3.25184474558505,3.25184474558505,0,0,0,0
2.16666666666667,34.7036108248599,75.1911567871965,2.04358265126871,0.0136468055329697,0.00209516043135472,0.293322460389661,3.54516720597471,3.54516720597471,0,0,0,0
2.33333333333333,33.042347180398,77.0988100875952,1.90765330039869,0.0127390852524152,0.00212320881710097,0.297249234394135,3.84241644036885,3.84241644036885,0,0,0,0
2.5,31.5555214380936,78.888803595234,1.78999350763878,0.0119533669405832,0.00215214651058011,0.301300511481215,4.14371695185006,4.14371695185006,0,0,0,0
2.66666666666667,30.2159779544866,80.5759412119643,1.68713761673027,0.0112665073509907,0.0021820185087124,0.305482591219735,4.4491995430698,4.4491995430698,0,0,0,0
